n_raters,mean_kappa,sd_kappa,mean_delta,sd_delta,mean_delta_from_final,sd_delta_from_final,true_kappa
16,0.5941796409781918,0.04007089472517668,0.007360382384033898,0.005410401838342128,0.023427475126796354,0.017631281675737135,0.6
17,0.5942402930762385,0.03922173224718681,0.006479336016978038,0.0050059632210349226,0.022552170696753058,0.016758370219153447,0.6
18,0.5944708621417839,0.03861215907206538,0.006505272542994544,0.005012738730605651,0.021515501538687108,0.01602666592402201,0.6
19,0.5945956372112955,0.03794152142012337,0.006063441807870032,0.004619080325635255,0.020853971989491796,0.015504000812777459,0.6
20,0.5944250158460286,0.03720593313020334,0.005501711613768624,0.004065488728685907,0.019834027324743864,0.014616213003618019,0.6
21,0.5941734576380352,0.03678233341479881,0.005651233694418073,0.004400202168754165,0.018918703044037373,0.014184356394124015,0.6
22,0.5940144851337107,0.03639247924629687,0.005422775638983183,0.004013161340416034,0.018071475690394558,0.013732487176610606,0.6
23,0.5937658910695793,0.035761166493250784,0.0050498233230721135,0.0038682932615308834,0.017447702682003904,0.0132745422715821,0.6
24,0.5939096500056001,0.03502820113516893,0.004926939365324773,0.003662554411203118,0.01685768850615105,0.012507376530781409,0.6
25,0.5937349133129658,0.034284526100424734,0.004496688738043101,0.0033818489682316847,0.015944332565920535,0.011949154010936509,0.6
26,0.593654596287536,0.03374619164818498,0.004446996589514843,0.0031793449778017148,0.015053236340107775,0.011455200174015532,0.6
27,0.5935421725144248,0.03314201144902872,0.004319706655548822,0.0033121101904222813,0.014439830387515305,0.010894064959259169,0.6
28,0.5935768345906096,0.03299259504342676,0.0038518107037082807,0.0028201124146797585,0.014044877439302083,0.010412505704946673,0.6
29,0.5937120786681234,0.03250243691757493,0.003955166742718742,0.0029071827668479874,0.01358765648713221,0.010046596305079165,0.6
30,0.593789738282086,0.032068163957226246,0.003907886697782904,0.0028468875575525477,0.012997281825436864,0.009877845830735164,0.6
31,0.5939228025147738,0.03185841347238496,0.003687150989234249,0.00269415410134767,0.012387982011158693,0.009397183939409888,0.6
32,0.594006694965601,0.03164894112236983,0.0037019632604410628,0.002751137059516035,0.011872958148510155,0.009209963848334854,0.6
33,0.5941148324513758,0.031413293590553226,0.0035150697940300674,0.002582231071890493,0.011306133431281519,0.008704711954068507,0.6
34,0.594301245547038,0.030971571016633035,0.0033394173404795676,0.0025087168048406974,0.010847219470379133,0.008380846675880026,0.6
35,0.5944330451819514,0.030824306559464,0.003223201316198774,0.002416856162022337,0.010282659437326227,0.007873017901309225,0.6
36,0.5943354300322861,0.03049301838419202,0.0030941552725220257,0.002339153970481887,0.009598550843565333,0.007395372894584178,0.6
37,0.5942640013641827,0.030324267381775877,0.0030471583689733947,0.002361553218025569,0.009055316734196326,0.00718423912436263,0.6
38,0.5943127590307888,0.030085281030426344,0.003116900534851306,0.002285049442263159,0.008581560970254726,0.0067331618198965635,0.6
39,0.5943158479442237,0.029651665429490902,0.002931627167608911,0.002227501462539208,0.008034401893215463,0.006270895537112845,0.6
40,0.5944773508668351,0.029383185955717584,0.002808346154733699,0.0021018727688467925,0.007571563046233959,0.005936800562627753,0.6
41,0.5947498342776149,0.029295270381362027,0.002833004275838129,0.002001650840015658,0.006972301325571712,0.005380243801180022,0.6
42,0.5945576811473166,0.029117605377682085,0.0026510544609010915,0.0020824948859234755,0.0065600942473462535,0.0048257453702402,0.6
43,0.5946655342551241,0.029022932932200627,0.002716451748783301,0.002031912728088875,0.006093190889553324,0.00459444613142872,0.6
44,0.594788302442578,0.028789571521418082,0.0024273676384730706,0.0018567402329539907,0.005741447263193558,0.004237052886484348,0.6
45,0.5947739020758981,0.028709894438691156,0.002490932684586766,0.0019448715231444643,0.00524610257647528,0.003774097148569713,0.6
46,0.594759608371094,0.028489691276768512,0.0024203533131146367,0.001863954054942418,0.004591238694961393,0.0034690917894326183,0.6
47,0.5950098640633902,0.0282370906574764,0.0022801001079723617,0.0016821601885217037,0.003969124407624635,0.0030044969700621232,0.6
48,0.5952014209030256,0.028167563358836682,0.002303032518132447,0.0017484774772787675,0.003276953884540399,0.0024653425840695108,0.6
49,0.5953262505962726,0.02798287395105439,0.002296067096991624,0.0016124290190506322,0.0022673960677162225,0.0016434496899871104,0.6
50,0.5953549614117372,0.027851658343533252,0.0022673960677162225,0.0016434496899871104,0.0,0.0,0.6
3,0.6923211216350426,0.0809683739792932,,,0.05933761504133809,0.04738731348936855,0.7
4,0.6926429628075663,0.06954683063013782,0.032996085670721854,0.024520203642644154,0.05112916188424135,0.038735573588347685,0.7
5,0.6920884413027008,0.06225736257207344,0.023777903721454195,0.018436817820305776,0.04484196275379343,0.034440334468524424,0.7
6,0.6923325339395898,0.05639387346866874,0.020346552056764947,0.015141797513127928,0.039584106857747776,0.030770319271028412,0.7
7,0.6921273833648102,0.05208917586977393,0.0163078176064052,0.012385154716391754,0.03635068445302079,0.027477085945959528,0.7
8,0.6918518537772408,0.05116371561692412,0.013822453791319647,0.010666357874169275,0.03494189055470317,0.026080529236721404,0.7
9,0.6910402525854846,0.049239752953283575,0.01290123838988779,0.01006461932415025,0.03283979375438812,0.024320171416565523,0.7
10,0.6909961825076529,0.04675239587007092,0.011439465050789842,0.008724958122773078,0.030504454364531933,0.023114188869462676,0.7
11,0.6909147477917198,0.0450133505786435,0.010548584304789615,0.007787894351768428,0.028618842763182082,0.021701548216670377,0.7
12,0.6900984072991314,0.04374091341498777,0.009541242328048694,0.007311242574719214,0.026626268401192605,0.02117293640774188,0.7
13,0.6900919319398898,0.042213669789511875,0.008770664144444522,0.006580304063421254,0.02525093387284214,0.019728968437549604,0.7
14,0.6900358194746657,0.04056928172578423,0.008078620477802322,0.00597371481599639,0.023888014158436402,0.01846985636690855,0.7
15,0.6900024872464768,0.03972347287680906,0.007226232740758239,0.005586594235508484,0.023267493958365824,0.01782204058464303,0.7
16,0.6901141240771119,0.039060513827716026,0.006931994860328845,0.005254897709719186,0.022111277566302948,0.016905053857296636,0.7
17,0.6903928810146946,0.03841970447064306,0.006496402426163598,0.004884449824295725,0.020757305020443175,0.01644264171820747,0.7
18,0.6905677291729447,0.036891721639546425,0.006112726418792403,0.004855105641653919,0.019583196648414368,0.01556713654916724,0.7
19,0.6906951027433875,0.03589130843513731,0.00568217150333267,0.004279739616888819,0.018955673496067388,0.0142781800442198,0.7
20,0.6905502576852329,0.035669427940132475,0.0054641982891469295,0.004039987634322074,0.01780572067598624,0.013753441117357643,0.7
21,0.6908022290069493,0.035465220430936355,0.005190124526643462,0.003850791489307708,0.01735576041162123,0.013444516652290952,0.7
22,0.6906205523791038,0.034773630832984195,0.004925568347001064,0.003830343675537423,0.016507193126335803,0.012876261436723038,0.7
23,0.6905313700978251,0.03427450800414855,0.004727487440920925,0.003601760249413829,0.016056879958553226,0.012565233290459813,0.7
24,0.6903097234197062,0.03419503501504455,0.004539392876923368,0.0034519068113846494,0.015735430544136963,0.011934718543603102,0.7
25,0.6901689109917074,0.03401065975870393,0.004383194821325092,0.0031992606803249984,0.01522890147827152,0.011617009568781362,0.7
26,0.6901642803544146,0.0334633039691663,0.004067128472818405,0.0030954683436430243,0.014443396176388026,0.011052580094401878,0.7
27,0.6901208103273242,0.03311791843347517,0.0040548300087557484,0.0030198360007655943,0.013837575458352744,0.01056737224910955,0.7
28,0.6903024115817702,0.03276931780437922,0.0037426829691559076,0.0026812596200439425,0.013270533498913687,0.010351014270007432,0.7
29,0.6901461748344127,0.03243668344141499,0.003771887838092545,0.00277706481850986,0.012979297994694234,0.010137848653635572,0.7
30,0.6899687408727296,0.032144826620746886,0.0036341265395259904,0.0027683520738943056,0.012672486772357999,0.009816682535108713,0.7
31,0.6899166746872721,0.03173637653775657,0.003459606893949724,0.002565111782631174,0.012147727710346761,0.009364475745093054,0.7
32,0.6898183233770214,0.03138775648453461,0.003478694619328852,0.002616241188425139,0.01162271021776752,0.008901231884135948,0.7
33,0.6896139786858686,0.03094869331592262,0.0033429355674241953,0.002475101226046449,0.011121653181644197,0.008534212324188899,0.7
34,0.6897027073435013,0.030604059594322355,0.003278368575296608,0.002493152720483304,0.010589106529362922,0.00818689628105546,0.7
35,0.6895431106394779,0.03011782492795571,0.0031813596592774494,0.002329901141693046,0.010103774859267976,0.007705576038146722,0.7
